item_id,name,category,effect,sprite
124,mosaic-mail,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mosaic-mail.png
125,brick-mail,all-mail,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/brick-mail.png
126,cheri-berry,medicine,"Held in battle
:   When the holder is paralyzed, it consumes this item to cure the paralysis.

Used on a party Pokémon
:   Cures paralysis.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/cheri-berry.png
127,chesto-berry,medicine,"Held in battle
:   When the holder is asleep, it consumes this item to wake up.

Used on a party Pokémon
:   Cures sleep.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/chesto-berry.png
128,pecha-berry,medicine,"Held in battle
:   When the holder is poisoned, it consumes this item to cure the poison.

Used on a party Pokémon
:   Cures poison.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pecha-berry.png
129,rawst-berry,medicine,"Held in battle
:   When the holder is burned, it consumes this item to cure the burn.

Used on a party Pokémon
:   Cures a burn.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rawst-berry.png
130,aspear-berry,medicine,"Held in battle
:   When the holder is frozen, it consumes this item to thaw itself.

Used on a party Pokémon
:   Cures freezing.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/aspear-berry.png
131,leppa-berry,medicine,"Held in battle
:   When the holder is out of PP for one of its moves, it consumes this item to restore 10 of that move’s PP.

Used on a party Pokémon
:   Restores 10 PP for a selected move.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/leppa-berry.png
132,oran-berry,medicine,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 10 HP.

Used on a party Pokémon
:   Restores 10 HP.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oran-berry.png
133,persim-berry,medicine,"Held in battle
:   When the holder is confused, it consumes this item to cure the confusion.

Used on a party Pokémon
:   Cures confusion.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/persim-berry.png
134,lum-berry,medicine,"Held in battle
:   When the holder is afflicted with a major status ailment, it consumes this item to cure the ailment.

Used on a party Pokémon
:   Cures any major status ailment.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lum-berry.png
135,sitrus-berry,medicine,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/4 its max HP.

Used on a party Pokémon
:   Restores 1/4 the Pokémon’s max HP.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sitrus-berry.png
136,figy-berry,picky-healing,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes spicy flavors (i.e., has a nature that lowers Attack), it will also become confused.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/figy-berry.png
137,wiki-berry,picky-healing,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes dry flavors (i.e., has a nature that lowers Special Attack), it will also become confused.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/wiki-berry.png
138,mago-berry,picky-healing,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes sweet flavors (i.e., has a nature that lowers Speed), it will also become confused.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mago-berry.png
139,aguav-berry,picky-healing,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes bitter flavors (i.e., has a nature that lowers Special Defense), it will also become confused.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/aguav-berry.png
140,iapapa-berry,picky-healing,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes sour flavors (i.e., has a nature that lowers Defense), it will also become confused.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/iapapa-berry.png
141,razz-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/razz-berry.png
142,bluk-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bluk-berry.png
143,nanab-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/nanab-berry.png
144,wepear-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/wepear-berry.png
145,pinap-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pinap-berry.png
146,pomeg-berry,effort-drop,"Used on a party Pokémon
:   Increases happiness by 10/5/2.  Lowers HP effort by 10.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pomeg-berry.png
147,kelpsy-berry,effort-drop,"Used on a party Pokémon
:   Increases happiness by 10/5/2.  Lowers Attack effort by 10.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/kelpsy-berry.png
148,qualot-berry,effort-drop,"Used on a party Pokémon
:   Increases happiness by 10/5/2.  Lowers Defense effort by 10.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/qualot-berry.png
149,hondew-berry,effort-drop,"Used on a party Pokémon
:   Increases happiness by 10/5/2.  Lowers Special Attack effort by 10.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hondew-berry.png
150,grepa-berry,effort-drop,"Used on a party Pokémon
:   Increases happiness by 10/5/2.  Lowers Special Defense effort by 10.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/grepa-berry.png
151,tamato-berry,effort-drop,"Used on a party Pokémon
:   Increases happiness by 10/5/2.  Lowers Speed effort by 10.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tamato-berry.png
152,cornn-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/cornn-berry.png
153,magost-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/magost-berry.png
154,rabuta-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rabuta-berry.png
155,nomel-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/nomel-berry.png
156,spelon-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/spelon-berry.png
157,pamtre-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pamtre-berry.png
158,watmel-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/watmel-berry.png
159,durin-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/durin-berry.png
160,belue-berry,baking-only,No effect; only useful for planting and cooking.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/belue-berry.png
161,occa-berry,type-protection,"Held in battle
:   When the holder would take super-effective fire-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/occa-berry.png
162,passho-berry,type-protection,"Held in battle
:   When the holder would take super-effective water-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/passho-berry.png
163,wacan-berry,type-protection,"Held in battle
:   When the holder would take super-effective electric-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/wacan-berry.png
164,rindo-berry,type-protection,"Held in battle
:   When the holder would take super-effective grass-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rindo-berry.png
165,yache-berry,type-protection,"Held in battle
:   When the holder would take super-effective ice-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/yache-berry.png
166,chople-berry,type-protection,"Held in battle
:   When the holder would take super-effective fighting-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/chople-berry.png
167,kebia-berry,type-protection,"Held in battle
:   When the holder would take super-effective poison-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/kebia-berry.png
168,shuca-berry,type-protection,"Held in battle
:   When the holder would take super-effective ground-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/shuca-berry.png
169,coba-berry,type-protection,"Held in battle
:   When the holder would take super-effective flying-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/coba-berry.png
170,payapa-berry,type-protection,"Held in battle
:   When the holder would take super-effective psychic-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/payapa-berry.png
171,tanga-berry,type-protection,"Held in battle
:   When the holder would take super-effective bug-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tanga-berry.png
172,charti-berry,type-protection,"Held in battle
:   When the holder would take super-effective rock-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/charti-berry.png
173,kasib-berry,type-protection,"Held in battle
:   When the holder would take super-effective ghost-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/kasib-berry.png
174,haban-berry,type-protection,"Held in battle
:   When the holder would take super-effective dragon-type damage, it consumes this item to halve the amount of damage taken.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/haban-berry.png
